KVY1J34;RS;FIAT;PALIO FIRE FLEX;2008;AZUL;    93,1
KNM3J24;RJ;indefinida;;;;      97
KMN3J24;RJ;indefinida;;;;      97
KWN3J24;RJ;indefinida;;;;      97
KNM3J34;RJ;indefinida;;;;      97
KMN3J34;SP;HONDA;FIT LX;2005;Preta;      97
KWN3J34;RJ;VW;FOX 1.0 GII;2010;PRETA;      97
KVW3J24;RJ;indefinida;;;;      97
KVW3J34;RJ;FORD;COURIER L 1.6 FLEX;2009;BRANCA;      97
KYN1J24;RJ;HONDA;CBX 250 TWISTER;2008;Vermelha;    93,1
KNY1J24;RJ;indefinida;;;;    93,1
KYN1J34;RJ;I;NISSAN SENTRA;2008;PRATA;    93,1
KNY1J34;RJ;KIA;K2500 HD;2010;BRANCA;    93,1
KRM3J24;RJ;GM;CORSA HATCH MAXX;2011;PRATA;      97
KRM3J34;RJ;JAC;J3;2011;VERMELHA;      97
KNW3J24;RJ;FORD;FIESTA 1.6 FLEX;2009;PRETA;      97
KNW3J34;SP;HONDA/CG 150 FAN ESI;CG 150 FAN ESI;2009;VERMELHA;      97
KRY1J24;RJ;VW;24.250 CNC 6X2;2011;Branca;    93,1
KRY1J34;RJ;GM;ZAFIRA COMFORT;2011;PRATA;    93,1
KYM3J24;RJ;VW;FOX 1.0 GII;2013;VERMELHA;      97
KYM3J34;RJ;FIAT;DOBLO ESSENCE 1.8;2012;PRATA;      97
KMY3J24;RJ;VW;GOL 16V TURBO;2000;CINZA;      97
KWY3J24;RJ;HONDA;XRE 300;2011;Vermelha;      97
KMY3J34;RJ;VW;GOL 16V PLUS;2001;AZUL;      97
KWY3J34;RJ;FIAT;DOBLO ADV 1.8 FLEX;2011;PRATA;      97
KRW3J24;RJ;indefinida;;;;      97
KRW3J34;RJ;HYUNDAI;TUCSON GLSB;2016;CINZA;      97
KYY1J24;RJ;indefinida;;;;    93,1
KYY1J34;SP;CITROEN;C4 16GLX5P F;2009;PRATA;    93,1
KVM1J24;RJ;indefinida;;;;    93,1
KMV1J24;RJ;HONDA;CIVIC LX;2001;Prata;    93,1
KWV1J24;RJ;HONDA;CG 150 TITAN ES;2008;PRETA;    93,1
KVM1J34;RJ;RENAULT;CLIO EXP 10 16VH;2007;Prata;    93,1
KMV1J34;SC;GM;ASTRA GLS;2000;Preta;    93,1
KWV1J34;SP;VW;TOUAREG V8;2008;Preta;    93,1
KYW3J24;RJ;HYUNDAI;HB20S 1.0M 1.0M;2013;PRETA;      97
KYW3J34;RJ;NISSAN;VERSA 16SL FLEX;2013;PRETA;      97
KNM1J24;PR;VW;GOL SERIE OURO;2001;Cinza;    93,1
KMN1J24;SP;IMP;FORD ESCORT GL 16V F;1998;AZUL;    93,1
KWN1J24;RJ;HONDA;CG 125 FAN;2008;CINZA;    93,1
KNM1J34;RJ;IMP;PEUGEOT 406 ST;2001;AZUL;    93,1
KMN1J34;RJ;VW;GOL MI;1998;BRANCA;    93,1
KWN1J34;MG;FIAT;PALIO ELX FLEX;2008;CINZA;    93,1
KVW1J24;RJ;FIAT;UNO MILLE FIRE FLEX;2007;PRETA;    93,1
KVW1J34;RJ;TOYOTA;COROLLA SEG18FLEX;2007;Preta;    93,1
KRM1J24;RJ;HONDA;CG 125 TITAN KS;2000;Vermelha;    93,1
KRM1J34;RJ;indefinida;;;;    93,1
KNW1J24;RJ;indefinida;;;;    93,1
KNW1J34;RJ;indefinida;;;;    93,1
KMM3J24;RJ;GM;ASTRA GL;2000;VERMELHA;      97
KWM3J24;RJ;indefinida;;;;      97
KMM3J34;RJ;PEUGEOT;306;2000;VERDE;      97
KWM3J34;RJ;FIAT;SIENA EL FLEX;2011;PRETA;      97
KYM1J24;RJ;indefinida;;;;    93,1
KYM1J34;SP;HONDA/CG 125 CARGO KS;CG 125 CARGO KS;;Azul;    93,1
KMY1J24;RJ;indefinida;;;;    93,1
KWY1J24;RJ;FIAT;PALIO FIRE FLEX;2008;VERDE;    93,1
KMY1J34;RJ;VW;GOL SERIE OURO;2001;CINZA;    93,1
KWY1J34;RJ;indefinida;;;;    93,1
KRW1J24;RJ;YAMAHA;FACTOR YBR125 E;2010;VERMELHA;    93,1
KRW1J34;RJ;indefinida;;;;    93,1
KMW3J24;MG;HONDA;CG 150 TITAN ES;2007;PRETA;      97
KWW3J24;PR;CITROEN;C3 GLX 14 FLEX;2011;PRATA;      97
KMW3J34;RJ;FORD;FIESTA SEDAN FLEX;2007;PRATA;      97
KWW3J34;RJ;HONDA;CG 150 FAN ESI;2011;VERMELHA;      97
KYW1J24;RJ;GM;CELTA 2P LIFE;2010;PRETA;    93,1
KYW1J34;RJ;HONDA;CITY EX FLEX;2010;CINZA;    93,1
KMM1J24;MG;GM;CORSA WIND;2000;PRETA;    93,1
KWM1J24;MG;TOYOTA;COROLLA XLI18FLEX;2008;BEGE;    93,1
KMM1J34;RJ;FIAT;PALIO EX;2000;Azul;    93,1
KWM1J34;RJ;GM;CLASSIC SPIRIT;2008;AMARELA;    93,1
KMW1J24;RJ;indefinida;;;;    93,1
KWW1J24;RJ;GM/CELTA 2P LIFE;CELTA 2P LIFE;2008;PRATA;    93,1
KMW1J34;RJ;YAMAHA;FAZER YS250;2007;Vermelha;    93,1
KWW1J34;SC;HONDA;CIVIC LXS FLEX;2008;Preta;    93,1
KQV3J24;RJ;FIAT;SIENA EL 1.0 FLEX;2014;PRETA;      97
KQV3J34;RJ;YAMAHA;FAZER250 BLUEFLEX;2014;VERMELHA;      97
KQN3J24;RJ;indefinida;;;;      97
KQN3J34;RJ;indefinida;;;;      97
KQY3J24;SP;RENAULT;CLIO EXP1016VH;2014;Vermelha;      97
KQY3J34;MG;VW;24.280 CRM 6X2;2014;BRANCA;      97
KQV1J24;RJ;indefinida;;;;    93,1
KQV1J34;RJ;HONDA;NXR160 BROS ESDD;2014;VERMELHA;    93,1
KQN1J24;RJ;VW;14.15;1996;BRANCA;    93,1
KQN1J34;RJ;indefinida;;;;    93,1
KQM3J24;RJ;VW;PARATI CLI;1996;VERMELHA;      97
KQM3J34;RJ;indefinida;;;;      97
KQY1J24;RJ;HONDA;XRE 300;2011;AMARELA;    93,1
KQY1J34;RJ;GM;MERIVA PREMIUM;2011;Preta;    93,1
KQW3J24;RJ;YAMAHA;XTZ150 CROSSER ED;2014;BRANCA;      97
KQW3J34;RJ;CHEV;SPIN 1.8L MT LT;2015;AMARELA;      97
KQM1J24;RS;FORD;ESCORT 1.8I L;1994;VERMELHA;    93,1
KQM1J34;RJ;indefinida;;;;    93,1
KQW1J24;RJ;FIAT;UNO VIVACE 1.0;2012;VERMELHA;    93,1
KQW1J34;RJ;indefinida;;;;    93,1
KVT3J24;RJ;RENAULT;LOGAN EXP 16;2009;PRATA;      97
KTV3J24;RJ;GM;CHEVETTE SL;1985;PRATA;      97
KVT3J34;RJ;indefinida;;;;      97
KTV3J34;RJ;indefinida;;;;      97
KTN3J24;RJ;FIAT;UNO MILLE ELECTRONI;1993;VERMELHA;      97
KNT3J24;RJ;indefinida;;;;      97
KTN3J34;RJ;VW;FUSCA;1972;AMARELA;      97
KNT3J34;RJ;VW;PARATI 1.6;2008;PRATA;      97
KRT3J24;RJ;CHEVROLET;ONIX 1.4AT LTZ;2016;CINZA;      97
KRT3J34;RJ;VW;FOX CL SBV;2016;BRANCA;      97
KYT3J24;RJ;NISSAN;FRONTIER LE 25 X4;2009;PRETA;      97
KTY3J24;RJ;VW;PARATI GL;1988;CINZA;      97
KYT3J34;RJ;indefinida;;;;      97
KTY3J34;RJ;VW;KOMBI;1977;BRANCA;      97
KTV1J24;RJ;FORD;CORCEL II L;1981;VERMELHA;    93,1
KTV1J34;RJ;indefinida;;;;    93,1
KVT1J24;RJ;FORD;RANGER;2007;Prata;    93,1
KVT1J34;RJ;indefinida;;;;    93,1
KTN1J24;RJ;VW;FUSCA 1500;1974;AZUL;    93,1
KNT1J24;SP;YAMAHA;FAZER YS250;2008;Azul;    93,1
KTN1J34;RJ;FIAT;UNO S;1990;VERMELHA;    93,1
KNT1J34;RJ;GM;VECTRA SD EXPRESSION;2008;PRATA;    93,1
KRT1J24;RJ;CHEVROLET;ONIX 1.4MT LT;2016;Branca;    93,1
KRT1J34;SC;CITROEN/C3 1.6 A EXCL;C3 1.6 A EXCL;2016;PRETA;    93,1
KTM3J24;RJ;indefinida;;;;      97
KMT3J24;CE;VW;GOL 1.0;2007;CINZA;      97
KWT3J24;RJ;indefinida;;;;      97
KTM3J34;MG;VW;KOMBI;1976;Branca;      97
KMT3J34;RJ;FIAT;DOBLO ADV 1.8 FLEX;2007;PRATA;      97
KWT3J34;RJ;RENAULT;SANDERO STEPWAY;2011;PRETA;      97
KYT1J24;RJ;HONDA;CG 125 FAN;2008;PRETA;    93,1
KTY1J24;RJ;GM;MONZA SL;1990;AZUL;    93,1
KYT1J34;RJ;HONDA;CIVIC SI;2008;Azul;    93,1
KTY1J34;ES;VW;FUSCA;1984;BRANCA;    93,1
KTW3J24;RJ;indefinida;;;;      97
KTW3J34;RJ;indefinida;;;;      97
KTM1J24;RJ;VW;BRASILIA;1979;BRANCA;    93,1
KMT1J24;RJ;REB;ITAKAR RMS;2001;CINZA;    93,1
KWT1J24;RJ;FIAT;PALIO FIRE FLEX;2008;PRETA;    93,1
KTM1J34;RJ;indefinida;;;;    93,1
KMT1J34;SP;FORD;FIESTA GL;2000;BRANCA;    93,1
KWT1J34;RJ;GM;GM CLASSIC SPIRIT;2008;PRETA;    93,1
KTW1J24;SP;FORD;FORD;1924;Vermelha;    93,1
KTW1J34;RJ;indefinida;;;;    93,1
KQT3J24;RJ;indefinida;;;;      97
KQT3J34;RJ;YAMAHA;YS150 FAZER ED;2014;VERMELHA;      97
KQT1J24;RJ;VW;NOVO VOYAGE 1.0;2012;BRANCA;    93,1
KQT1J34;PR;BMW;G 650GS SERTAO;2012;BRANCA;    93,1
KVH3J24;MG;VW;FOX 1.6 PRIME GII;2010;Cinza;      97
KVH3J34;RJ;RENAULT;SANDERO STEPWAY;2010;Preta;      97
KNH3J24;RJ;indefinida;;;;      97
KNH3J34;PE;FIAT;UNO MILLE SMART;2001;AZUL;      97
KRH3J24;RJ;RENAULT;DUSTER 16 E 4X2;2015;BRANCA;      97
KRH3J34;MA;M.BENZ;MPOLO TORINO U;2015;BRANCA;      97
KYH3J24;RJ;indefinida;;;;      97
KYH3J34;RJ;HYUNDAI;HR HDLWBSC;2008;BRANCA;      97
KVH1J24;RJ;HONDA;CG 125 FAN;2007;PRETA;    93,1
KVH1J34;ES;FORD;RANGER LTD 13P;2007;Prata;    93,1
KNH1J24;RJ;FIAT;UNO MILLE SMART;2000;VERDE;    93,1
KNH1J34;RJ;VW;SAVEIRO SUMMER 1.8;2000;Preta;    93,1
KRH1J24;RJ;HONDA;CG 150 TITAN ESD;2011;PRATA;    93,1
KRH1J34;RJ;VW;GOL 1.6;2011;Preta;    93,1
KMH3J24;SP;GM;CORSA SUPER;1996;Vermelha;      97
KWH3J24;SP;NISSAN;TIIDA 18SL FLEX;2010;Preta;      97
KMH3J34;RJ;MITSUBISHI MMC;L200 4X4 ;1996;Prata;      97
KWH3J34;RJ;VW;GOL 1.0 GIV;2010;Prata;      97
KYH1J24;RJ;GM;CAPTIVA;2008;Preta;    93,1
KYH1J34;RJ;indefinda;;;;    93,1
KMH1J24;RJ;FORD;ESCORT 1.0 HOBBY;1995;;    93,1
KWH1J24;RJ;FIAT;SIENA FIRE FLEX;2007;PRETA;    93,1
KMH1J34;RJ;VW/PARATI CL;PARATI CL;null;Prata;    93,1
KWH1J34;RJ;FIAT;UNO MILLE FIRE FLEX;2007;BRANCA;    93,1
KQH3J24;RJ;FORD;CORCEL II;1981;VERDE;      97
KQH3J34;RJ;GM;MONZA SL;1984;PRETA;      97
KQH1J24;RJ;FIAT;UNO MILLE EP;1995;Azul;    93,1
KQH1J34;SP;VW;GOL 1000;1995;Branca;    93,1
KVV3J74;RJ;CITROEN;PICASSO II16GLXF;2009;PRATA;    1,94
KVN3J74;RJ;FIAT;UNO MILLE ECONOMY;2009;Vermelha;    1,94
KNV3J74;SC;M.BENZ;915C;2009;BRANCA;    1,94
KNN3J74;RJ;GM;CORSA WIND;1996;CINZA;    1,94
KRV3J74;RJ;FIAT;TORO FREEDOM MT D4;2016;VERDE;    1,94
KRN3J74;RJ;VW;13.190 WORKER;2015;Amarela;    1,94
KYV3J74;RJ;CITROEN;;;;    1,94
KVY3J74;RJ;GM;MERIVA PREMIUM;2011;Prata;    1,94
KVV1J74;RJ;FORD;ECOSPORT XLT1.6FLEX;2007;PRETA;    1,86
KYN3J74;RJ;VW;FOX 1.0 GII;2010;PRETA;    1,94
KNY3J74;RJ;VW;GOL 1.0;2010;Preta;    1,94
KVN1J74;RJ;HONDA;CG 150 TITAN ES;2007;PRATA;    1,86
KNV1J74;RJ;FORD;;;;    1,86
KRY3J74;RJ;HONDA;CB 250F TWISTER;2016;VERMELHA;    1,94
KNN1J74;MG;VW;SAVEIRO CL;1995;Branca;    1,86
KRV1J74;RJ;VW;NOVO GOL TL MCV;2017;Preta;    1,86
KYY3J74;RJ;indefinida;;;;    1,94
KVM3J74;RJ;VOLKSWAGEN;;;;    1,94
KMV3J74;RJ;VOLKSWAGEN;;;;    1,94
KWV3J74;RJ;FIAT;UNO VIVACE 1.0;2010;Amarela;    1,94
KRN1J74;RJ;FIAT;SIENA FIRE FLEX;2008;PRATA;    1,86
KYV1J74;RJ;GM;CELTA 2P LIFE;2008;Prata;    1,86
KVY1J74;RJ;CITROEN/C3 GLX 14 FLEX;C3 GLX 14 FLEX;null;Preta;    1,86
KNM3J74;RJ;PEUGEOT;406 FAMILIALE;2001;Azul;    1,94
KMN3J74;RJ;PEUGEOT;;;;    1,94
KWN3J74;RJ;M.BENZ;SL 350 SPORT;2010;CINZA;    1,94
KVW3J74;RJ;VW;BEETLE;2009;AZUL;    1,94
KYN1J74;RJ;PEUGEOT;307;2008;Preta;    1,86
KNY1J74;RJ;PEUGEOT;;;;    1,86
KRM3J74;RJ;FORD;FIESTA SE;2011;Prata;    1,94
KNW3J74;RJ;VW;8.120 EURO3;2009;Branca;    1,94
KRY1J74;RJ;FIAT;PALIO WK ADVEN DUAL;2011;CINZA;    1,86
KYM3J74;RJ;FORD;;;;    1,94
KMY3J74;RJ;RENAULT;CLIO RN 1.6 16V;2001;Preta;    1,94
KWY3J74;RJ;HONDA;CG 125 FAN KS;2011;PRETA;    1,94
KRW3J74;RJ;I;JAG XE R-SPORT SI4;2015;Branca;    1,94
KYY1J74;SP;CITROEN;PICASSO II16GLXF;2009;PRATA;    1,86
KVM1J74;RJ;indefinida;;;;    1,86
KMV1J74;RJ;indefinida;;;;    1,86
KWV1J74;RJ;RENAULT;LOGAN EXP 16;2008;Prata;    1,86
KYW3J74;RJ;FIAT;PUNTO ATTRACTIVE;2013;VERMELHA;    1,94
KNM1J74;RJ;VOLKSWAGEN;;;;    1,86
KMN1J74;RJ;FIAT;UNO MILLE EX;1998;Cinza;    1,86
KWN1J74;MG;GM;CLASSIC LIFE;2008;PRETA;    1,86
KVW1J74;GO;FIAT;PALIO WEEK HLX FLEX;2007;AZUL;    1,86
KRM1J74;RJ;indefinida;;;;    1,86
KNW1J74;RJ;VW;KOMBI;1983;Amarela;    1,86
KMM3J74;RJ;PEUGEOT;206 PASSION;2000;AZUL;    1,94
KWM3J74;RJ;SUZUKI EN125 YES SE 2011 de cor Amarela;;;;    1,94
KYM1J74;RJ;FORD;KA FLEX;2009;PRETA;    1,86
KMY1J74;RJ;FORD;KA GL;2000;Branca;    1,86
KWY1J74;RJ;FIAT UNO MILLE ECONOMY 2008 de cor Azul;;;;    1,86
KRW1J74;RJ;VW;VOYAGE 1.6;2011;Cinza;    1,86
KMW3J74;RJ;CITROEN C3 XTR 16 FLEX 2007 de cor Preta;;;;    1,94
KWW3J74;RJ;HONDA?CIVIC LXL;HONDA?CIVIC LXL;null;Prata;    1,94
KYW1J74;RJ;FORD;FIESTA SEDAN1.6FLEX;2010;Prata;    1,86
KMM1J74;RJ;HONDA;CIVIC LX;2000;Cinza;    1,86
KWM1J74;RS;FORD;ECOSPORT XLS1.6FLEX;2008;PRETA;    1,86
KMW1J74;DF;NISSAN;FRONTIER 4X2 XE;2007;Cinza;    1,86
KWW1J74;RJ;YAMAHA;FAZER YS250;2008;Vermelha;    1,86
KQV3J74;RJ;HONDA/BIZ 125 EX;BIZ 125 EX;null;Branca;    1,94
KQN3J74;RJ;HONDA CBX 200 STRADA 1999 de cor Roxa;;;;    1,94
KQY3J74;RJ;FIAT;IDEA ATTRACTIVE 1.4;2014;Branca;    1,94
KQV1J74;RJ;FIAT;PALIO ATTRACT 1.0;2014;Vermelha;    1,86
KQN1J74;SP;FIAT;ELBA WEEKEND IE;1996;Vermelha;    1,86
KQM3J74;PR;IMP;VW GOLF GL;1996;Prata;    1,94
KQY1J74;RJ;PEUGEOT;HOGGAR XLINE;2011;BRANCA;    1,86
KQW3J74;RJ;CHEV;SPIN 1.8L MT LT;2015;PRATA;    1,94
KQM1J74;RJ;GM - CHEVROLET VECTRA GLS 1996 de cor Preta;;;;    1,86
KQW1J74;RJ;NISSAN;SENTRA 20S FLEX;2011;PRETA;    1,86
KVV3J26;BA;HARLEY DAVIDSON;XR 1200;2009;Laranja;    0,99
KVV3J36;RJ;HONDA CG 125 FAN KS 2009 de cor Vermelha;;;;    0,99
KTT3J24;RJ;VW;FUSCA;1975;Branca;      97
KTT3J34;RJ;VW;FUSCA 1500;1974;BEGE;      97
KVA3J24;RJ;FORD;KA FLEX;2008;Vermelha;      97
KVR3J24;RJ;HYUNDAI;TUCSON GLS 20L;2009;Preta;      97
KVA3J34;RJ;HONDA;CG 150 TITAN KS;2008;CINZA;      97
KVR3J34;RJ;DAFRA SUPER 100 2008 de cor Prata;;;;      97
KVN3J26;RJ;FORD;EDGE V6;2008;Prata;    0,99
KVN3J36;RJ;PEUGEOT;207HB XR S;2009;Prata;    0,99
KVV3I24;ES;HONDA;CG 150 TITAN ES;2007;Vermelha;    0,98
LNV3J24;RJ;VW;KOMBI;2002;BRANCA;      97
KOV3J24;RJ;VOLKSWAGEN QUANTUM 2000 MI EVID. 1996 de cor Cinza;;;;      97
KVV3I34;RJ;indefinida;;;;    0,98
LNV3J34;RJ;VW;GOL 1.0;2002;Preta;      97
KOV3J34;RJ;VOLKSWAGEN GOL ATLANTA 1996 de cor Preta;;;;      97
KNV3J26;SP;FIAT;UNO MILLE ECONOMY;2009;BRANCA;    0,99
KNV3J36;RJ;VW;FOX 1.0;2009;Vermelha;    0,99
KVV4J24;RJ;DAFRA ZIG 2010 de cor Preta;;;;    0,97
KVV7J24;RJ;HYUNDAI;VELOSTER;2012;PRATA;    0,97
KVV9J24;RJ;FIAT;PALIO ATTRACTIV 1.4;2012;Cinza;    0,97
KVV4J34;RJ;YAMAHA FACTOR YBR125 K 2010 de cor Roxa;;;;    0,97
KVV7J34;RJ;RENAULT;FLUENCE DYN20M;2012;CINZA;    0,97
KVV9J34;RJ;GM - CHEVROLET CELTA 1.0L LT 2012 de cor Preta;;;;    0,97
KVV3J94;RJ;VW;GOL 1.0 GIV;2010;PRATA;    0,97
KVN3I24;MG;MMC/PAJERO TR4 FLEX;;2009;PRATA;    0,98
KNV3I24;RJ;indefinida;;;;    0,98
KNA3J24;RJ;indefinida;;;;      97
LNN3J24;RJ;VW;FUSCA 1500;1975;MARROM;      97
KON3J24;RJ;RENAULT;SANDERO STEPWAY;2011;AZUL;      97
KNR3J24;RJ;indefinida;;;;      97
KVN3I34;RJ;FORD;ECOSPORT XLT1.6FLEX;2009;PRATA;    0,98
KNV3I34;RJ;FORD;KA FLEX;2009;PRETA;    0,98
KNA3J34;RJ;VW;FUSCA;1969;AZUL;      97
LNN3J34;RJ;indefinida;;;;      97
KON3J34;RJ;indefinida;;;;      97
KNR3J34;RJ;VW;GOL 1.0;2000;PRETA;      97
KNN3J26;PR;GM;CORSA WIND;1996;BRANCA;    0,99
KNN3J36;RJ;FIAT;UNO MILLE EP;1996;BRANCA;    0,99
KRV3J26;RJ;;;;;    0,99
KRV3J36;RJ;;;;;    0,99
LRV3J24;RJ;;;;;      97
LRV3J34;RJ;;;;;      97
KVN3J94;RJ;;;;;    0,97
KVN4J24;RJ;;;;;    0,97
KNV4J24;RJ;;;;;    0,97
KVN7J24;RJ;;;;;    0,97
KNV7J24;RJ;;;;;    0,97
KVN9J24;RJ;;;;;    0,97
KNV9J24;RJ;;;;;    0,97
KVN4J34;RJ;;;;;    0,97
KNV4J34;RJ;;;;;    0,97
KVN7J34;RJ;;;;;    0,97
KNV7J34;RJ;;;;;    0,97
KVN9J34;RJ;;;;;    0,97
KNV9J34;RJ;;;;;    0,97
KNV3J94;RJ;;;;;    0,97
KNN3I24;RJ;;;;;    0,98
KNN3I34;RJ;;;;;    0,98
KRA3J24;RJ;;;;;      97
LRN3J24;RJ;;;;;      97
KRR3J24;RJ;;;;;      97
KRA3J34;RJ;;;;;      97
LRN3J34;RJ;;;;;      97
KRR3J34;RJ;;;;;      97
KRV3I24;RJ;;;;;    0,98
KRV3I34;RJ;;;;;    0,98
KRN3J26;RJ;;;;;    0,99
KRN3J36;RJ;;;;;    0,99
KYV3J26;RJ;;;;;    0,99
KYV3J36;RJ;;;;;    0,99
KVY3J26;RJ;;;;;    0,99
KVY3J36;RJ;;;;;    0,99
KNN4J24;RJ;;;;;    0,97
KNN7J24;RJ;;;;;    0,97
KNN9J24;RJ;;;;;    0,97
KNN4J34;RJ;;;;;    0,97
KNN7J34;RJ;;;;;    0,97
KNN9J34;RJ;;;;;    0,97
KNN3J94;RJ;;;;;    0,97
KRV3J94;RJ;;;;;    0,97
KRV4J24;RJ;;;;;    0,97
KRV7J24;RJ;;;;;    0,97
KRV9J24;RJ;;;;;    0,97
KRV4J34;RJ;;;;;    0,97
KRV7J34;RJ;;;;;    0,97
KRV9J34;RJ;;;;;    0,97
KRN3I24;RJ;;;;;    0,98
KRN3I34;RJ;;;;;    0,98
KVV1J26;RJ;;;;;    0,95
KVV1J36;RJ;;;;;    0,95
KYV3I24;RJ;;;;;    0,98
KYA3J24;RJ;;;;;      97
KYR3J24;RJ;;;;;      97
KYV3I34;RJ;;;;;    0,98
KYA3J34;RJ;;;;;      97
KYR3J34;RJ;;;;;      97
KVY3I24;RJ;;;;;    0,98
LNY3J24;RJ;;;;;      97
KOY3J24;RJ;;;;;      97
KVY3I34;RJ;;;;;    0,98
LNY3J34;RJ;;;;;      97
KOY3J34;RJ;;;;;      97
KYN3J26;RJ;;;;;    0,99
KNY3J26;RJ;;;;;    0,99
KYN3J36;RJ;;;;;    0,99
KNY3J36;RJ;;;;;    0,99
KTT1J24;RJ;;;;;    93,1
KTT1J34;RJ;;;;;    93,1
KRN4J24;RJ;;;;;    0,97
KRN7J24;RJ;;;;;    0,97
KRN9J24;RJ;;;;;    0,97
KRN4J34;RJ;;;;;    0,97
KRN7J34;RJ;;;;;    0,97
KRN9J34;RJ;;;;;    0,97
KRN3J94;RJ;;;;;    0,97
KYV4J24;RJ;;;;;    0,97
KYV7J24;RJ;;;;;    0,97
KYV9J24;RJ;;;;;    0,97
KYV4J34;RJ;;;;;    0,97
KYV7J34;RJ;;;;;    0,97
KYV9J34;RJ;;;;;    0,97
KYV3J94;RJ;;;;;    0,97
KVV1I24;RJ;;;;;   0,941
KVA1J24;RJ;;;;;    93,1
KVR1J24;RJ;;;;;    93,1
KVY4J24;RJ;;;;;    0,97
KVY7J24;RJ;;;;;    0,97
KVY9J24;RJ;;;;;    0,97
KVV1I34;RJ;;;;;   0,941
KVA1J34;RJ;;;;;    93,1
KVR1J34;RJ;;;;;    93,1
KVY4J34;RJ;;;;;    0,97
KVY7J34;RJ;;;;;    0,97
KVY9J34;RJ;;;;;    0,97
KVY3J94;RJ;;;;;    0,97
LNV1J24;RJ;;;;;    93,1
KOV1J24;RJ;;;;;    93,1
LNV1J34;RJ;;;;;    93,1
KOV1J34;RJ;;;;;    93,1
KVN1J26;RJ;;;;;    0,95
KNV1J26;RJ;;;;;    0,95
KVN1J36;RJ;;;;;    0,95
KNV1J36;RJ;;;;;    0,95
KYN3I24;RJ;;;;;    0,98
KNY3I24;RJ;;;;;    0,98
KYN3I34;RJ;;;;;    0,98
KNY3I34;RJ;;;;;    0,98
KRY3J26;RJ;;;;;    0,99
